Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change,GPA_Change_Category,Total_Study_Hours,AI_Study_Ratio,AI_Study_Ratio_Percent,AI_Hours_Group,AI_Usage_Intensity,Traditional_Study_Group,Study_Profile
109062,Arts,Sophomore,2.679,7.9,Copywriting/Drafting,Advanced,3,False,12.76,3,Allowed_With_Citation,2,2.949,83.76,Medium,0.27,Improved,20.66,0.3823814133591481,38.23814133591481,5-10h,Moderate,10-15h,Balanced
109063,Arts,Senior,3.573,8.55,Copywriting/Drafting,Intermediate,2,True,10.09,3,Actively_Encouraged,3,3.777,65.78,High,0.20400000000000018,Improved,18.64,0.45869098712446355,45.86909871244635,5-10h,Moderate,10-15h,Balanced
109064,Humanities,Freshman,3.423,5.4,Copywriting/Drafting,Intermediate,5,True,9.25,2,Allowed_With_Citation,5,3.343,65.78,High,-0.08000000000000007,Declined,14.65,0.36860068259385664,36.86006825938566,5-10h,Moderate,5-10h,Balanced
109065,Business,Junior,3.066,24.91,Direct_Answer_Generation,Advanced,3,True,16.36,6,Allowed_With_Citation,7,3.342,84.19,Medium,0.27600000000000025,Improved,41.269999999999996,0.6035861400533076,60.35861400533076,15h+,Very High,15-20h,AI-Heavy
109066,Humanities,Graduate,3.372,2.58,Copywriting/Drafting,Advanced,5,False,9.56,1,Actively_Encouraged,2,3.546,88.15,Low,0.17399999999999993,Improved,12.14,0.21252059308072488,21.25205930807249,2-5h,Low,5-10h,Mostly Traditional
109067,STEM,Freshman,3.347,39.68,Debugging/Troubleshooting,Beginner,3,True,8.47,9,Actively_Encouraged,5,3.485,65.91,High,0.1379999999999999,Improved,48.15,0.8240913811007269,82.40913811007269,15h+,Very High,5-10h,AI-Heavy
109068,Business,Junior,2.585,0.26,Ideation,Advanced,3,True,13.78,4,Allowed_With_Citation,6,2.941,76.56,Medium,0.35599999999999987,Improved,14.04,0.01851851851851852,1.851851851851852,0-2h,Very Low,10-15h,Mostly Traditional
109069,STEM,Junior,3.138,15.06,Copywriting/Drafting,Advanced,3,False,15.35,3,Allowed_With_Citation,4,3.556,86.12,Medium,0.41800000000000015,Improved,30.41,0.4952318316343308,49.52318316343308,15h+,Very High,15-20h,Balanced
109070,STEM,Sophomore,3.066,10.18,Direct_Answer_Generation,Advanced,3,True,7.81,3,Actively_Encouraged,4,3.537,80.4,Low,0.4710000000000001,Improved,17.99,0.565869927737632,56.5869927737632,10-15h,Moderate,5-10h,AI-Heavy
109071,Medical,Freshman,3.422,24.26,Copywriting/Drafting,Beginner,2,False,6.69,6,Actively_Encouraged,7,3.392,58.49,High,-0.03000000000000025,Stable,30.950000000000003,0.7838449111470113,78.38449111470112,15h+,Very High,5-10h,AI-Heavy
109072,Arts,Senior,3.608,13.19,Direct_Answer_Generation,Advanced,4,True,13.79,3,Actively_Encouraged,3,4.0,69.04,Medium,0.3919999999999999,Improved,26.979999999999997,0.48888065233506306,48.8880652335063,10-15h,Moderate,10-15h,Balanced
109073,Humanities,Sophomore,2.782,0.06,Copywriting/Drafting,Intermediate,4,True,5.95,4,Allowed_With_Citation,9,2.676,52.43,Low,-0.10599999999999987,Declined,6.01,0.009983361064891847,0.9983361064891847,0-2h,Very Low,5-10h,Mostly Traditional
109074,Business,Sophomore,2.696,9.49,Ideation,Beginner,1,False,11.65,3,Allowed_With_Citation,8,3.089,69.89,Medium,0.3929999999999998,Improved,21.14,0.4489120151371807,44.89120151371807,5-10h,Moderate,10-15h,Balanced
109075,Humanities,Senior,3.074,12.4,Copywriting/Drafting,Intermediate,4,False,13.89,5,Strict_Ban,6,3.443,89.21,High,0.3690000000000002,Improved,26.29,0.47166222898440474,47.16622289844047,10-15h,Moderate,10-15h,Balanced
109076,Business,Graduate,3.294,14.5,Direct_Answer_Generation,Intermediate,4,False,6.14,3,Strict_Ban,8,3.54,58.22,High,0.246,Improved,20.64,0.7025193798449613,70.25193798449612,10-15h,Moderate,5-10h,AI-Heavy
109077,Arts,Sophomore,3.595,10.52,Direct_Answer_Generation,Intermediate,2,False,16.32,3,Strict_Ban,6,3.739,58.07,Medium,0.14399999999999968,Improved,26.84,0.39195230998509684,39.195230998509686,10-15h,Moderate,15-20h,Balanced
109078,Arts,Senior,3.141,36.0,Debugging/Troubleshooting,Intermediate,3,False,9.26,7,Strict_Ban,10,3.453,68.31,High,0.31199999999999983,Improved,45.26,0.7954043305346885,79.54043305346885,15h+,Very High,5-10h,AI-Heavy
109079,Business,Graduate,2.788,0.8,Direct_Answer_Generation,Beginner,2,False,9.15,2,Allowed_With_Citation,4,3.346,70.91,Low,0.5580000000000003,Improved,9.950000000000001,0.08040201005025126,8.040201005025125,0-2h,Very Low,5-10h,Mostly Traditional
109080,STEM,Freshman,3.773,0.57,Summarizing_Reading,Intermediate,5,False,9.47,1,Allowed_With_Citation,2,3.668,83.83,Low,-0.10499999999999998,Declined,10.040000000000001,0.056772908366533856,5.677290836653386,0-2h,Very Low,5-10h,Mostly Traditional
109081,Humanities,Junior,3.362,8.05,Debugging/Troubleshooting,Beginner,1,False,7.06,4,Allowed_With_Citation,9,3.575,75.64,High,0.21300000000000008,Improved,15.11,0.5327597617471873,53.27597617471873,5-10h,Moderate,5-10h,AI-Heavy
109082,Humanities,Freshman,2.905,27.14,Summarizing_Reading,Advanced,3,True,14.95,10,Strict_Ban,8,3.145,77.9,High,0.2400000000000002,Improved,42.09,0.6448087431693988,64.48087431693989,15h+,Very High,10-15h,AI-Heavy
109083,Humanities,Senior,3.785,2.03,Ideation,Intermediate,3,True,12.79,2,Actively_Encouraged,4,3.925,60.61,Medium,0.13999999999999968,Improved,14.819999999999999,0.1369770580296896,13.69770580296896,2-5h,Low,10-15h,Mostly Traditional
109084,Arts,Sophomore,2.598,1.59,Summarizing_Reading,Advanced,5,False,5.64,4,Strict_Ban,7,2.923,59.69,Medium,0.3250000000000002,Improved,7.2299999999999995,0.2199170124481328,21.99170124481328,0-2h,Very Low,5-10h,Mostly Traditional
109085,Humanities,Sophomore,2.004,5.11,Copywriting/Drafting,Beginner,2,True,7.31,3,Actively_Encouraged,1,1.917,65.4,Medium,-0.08699999999999997,Declined,12.42,0.41143317230273757,41.14331723027376,5-10h,Moderate,5-10h,Balanced
109086,STEM,Senior,3.723,0.67,Ideation,Intermediate,3,True,10.54,5,Allowed_With_Citation,5,3.851,100.0,Low,0.1280000000000001,Improved,11.209999999999999,0.059768064228367536,5.976806422836754,0-2h,Very Low,10-15h,Mostly Traditional
109087,Humanities,Senior,2.345,4.33,Copywriting/Drafting,Advanced,5,True,3.17,5,Allowed_With_Citation,8,2.698,76.76,Medium,0.35299999999999976,Improved,7.5,0.5773333333333334,57.733333333333334,2-5h,Low,0-5h,AI-Heavy
109088,Medical,Sophomore,1.664,3.07,Direct_Answer_Generation,Advanced,4,False,12.85,6,Allowed_With_Citation,5,1.87,77.76,High,0.20600000000000018,Improved,15.92,0.19283919597989949,19.28391959798995,2-5h,Low,10-15h,Mostly Traditional
109089,STEM,Senior,3.605,15.23,Debugging/Troubleshooting,Advanced,4,False,9.39,5,Allowed_With_Citation,7,3.873,100.0,Medium,0.26800000000000024,Improved,24.62,0.6186027619821284,61.86027619821284,15h+,Very High,5-10h,AI-Heavy
109090,Business,Graduate,3.374,3.33,Copywriting/Drafting,Intermediate,4,True,2.6,4,Allowed_With_Citation,3,3.116,95.73,Medium,-0.258,Declined,5.93,0.5615514333895447,56.155143338954474,2-5h,Low,0-5h,AI-Heavy
109091,Humanities,Graduate,3.152,0.48,Summarizing_Reading,Beginner,2,False,2.71,2,Allowed_With_Citation,2,3.33,50.99,Medium,0.17799999999999994,Improved,3.19,0.15047021943573669,15.047021943573668,0-2h,Very Low,0-5h,Mostly Traditional
109092,STEM,Senior,3.319,2.86,Debugging/Troubleshooting,Advanced,3,True,12.13,4,Allowed_With_Citation,6,3.595,72.55,Medium,0.27600000000000025,Improved,14.99,0.19079386257505002,19.079386257505,2-5h,Low,10-15h,Mostly Traditional
109093,Humanities,Graduate,3.747,2.1,Copywriting/Drafting,Advanced,3,True,10.22,3,Allowed_With_Citation,7,4.0,98.78,Medium,0.2530000000000001,Improved,12.32,0.17045454545454547,17.045454545454547,2-5h,Low,10-15h,Mostly Traditional
109094,Business,Graduate,3.086,5.76,Ideation,Beginner,3,False,3.46,2,Allowed_With_Citation,7,3.056,74.77,Medium,-0.029999999999999805,Stable,9.219999999999999,0.6247288503253796,62.47288503253796,5-10h,Moderate,0-5h,AI-Heavy
109095,Business,Senior,2.363,14.57,Copywriting/Drafting,Intermediate,4,False,17.08,4,Actively_Encouraged,4,2.877,85.68,Medium,0.5139999999999998,Improved,31.65,0.460347551342812,46.034755134281205,10-15h,Moderate,15-20h,Balanced
109096,Medical,Graduate,3.69,5.63,Ideation,Beginner,2,True,16.95,2,Actively_Encouraged,3,4.0,85.56,Medium,0.31000000000000005,Improved,22.58,0.24933569530558017,24.933569530558017,5-10h,Moderate,15-20h,Mostly Traditional
109097,STEM,Senior,3.331,10.11,Debugging/Troubleshooting,Intermediate,4,False,12.1,5,Allowed_With_Citation,4,3.519,55.78,Medium,0.18800000000000017,Improved,22.21,0.45520036019810894,45.520036019810895,10-15h,Moderate,10-15h,Balanced
109098,STEM,Junior,3.0,15.81,Debugging/Troubleshooting,Intermediate,2,True,7.32,4,Allowed_With_Citation,4,3.344,76.66,High,0.34399999999999986,Improved,23.130000000000003,0.6835278858625161,68.3527885862516,15h+,Very High,5-10h,AI-Heavy
109099,Medical,Junior,3.319,0.5,Copywriting/Drafting,Beginner,3,False,8.56,2,Allowed_With_Citation,3,3.499,76.29,Low,0.18000000000000016,Improved,9.06,0.05518763796909492,5.518763796909492,0-2h,Very Low,5-10h,Mostly Traditional
109100,Humanities,Freshman,2.643,21.57,Summarizing_Reading,Beginner,2,True,12.31,6,Actively_Encouraged,1,2.917,78.65,Medium,0.274,Improved,33.88,0.6366587957497049,63.66587957497048,15h+,Very High,10-15h,AI-Heavy
109101,Business,Freshman,2.24,12.73,Ideation,Beginner,3,True,10.95,3,Allowed_With_Citation,6,2.144,86.88,Medium,-0.09600000000000009,Declined,23.68,0.5375844594594594,53.758445945945944,10-15h,Moderate,10-15h,AI-Heavy
109102,Arts,Senior,3.504,5.07,Direct_Answer_Generation,Beginner,3,True,10.55,5,Actively_Encouraged,5,3.848,68.23,Medium,0.34399999999999986,Improved,15.620000000000001,0.32458386683738794,32.458386683738794,5-10h,Moderate,10-15h,Balanced
109103,Humanities,Junior,3.422,4.24,Ideation,Beginner,1,False,7.72,4,Strict_Ban,2,3.759,76.77,Medium,0.33699999999999974,Improved,11.96,0.35451505016722407,35.45150501672241,2-5h,Low,5-10h,Balanced
109104,Business,Senior,3.795,2.82,Ideation,Beginner,2,False,9.01,2,Allowed_With_Citation,3,3.828,58.58,Medium,0.03299999999999992,Stable,11.83,0.23837700760777683,23.837700760777683,2-5h,Low,5-10h,Mostly Traditional
109105,STEM,Graduate,2.292,5.39,Ideation,Intermediate,3,False,15.9,3,Actively_Encouraged,1,2.785,63.31,High,0.4930000000000003,Improved,21.29,0.2531705025833725,25.317050258337247,5-10h,Moderate,15-20h,Balanced
109106,STEM,Junior,2.48,2.0,Direct_Answer_Generation,Beginner,2,False,10.07,4,Allowed_With_Citation,5,2.567,42.47,Medium,0.08700000000000019,Improved,12.07,0.16570008285004142,16.570008285004143,2-5h,Low,10-15h,Mostly Traditional
109107,STEM,Freshman,3.098,14.64,Copywriting/Drafting,Intermediate,1,False,5.16,6,Strict_Ban,8,3.001,64.38,Medium,-0.09699999999999998,Declined,19.8,0.7393939393939394,73.93939393939394,10-15h,Moderate,5-10h,AI-Heavy
109108,Arts,Junior,3.293,0.22,Copywriting/Drafting,Intermediate,3,False,11.96,4,Allowed_With_Citation,3,3.293,81.94,Low,0.0,Stable,12.180000000000001,0.0180623973727422,1.8062397372742198,0-2h,Very Low,10-15h,Mostly Traditional
109109,STEM,Freshman,3.287,0.01,Debugging/Troubleshooting,Intermediate,3,False,11.54,1,Strict_Ban,4,3.386,82.94,Low,0.0990000000000002,Improved,11.549999999999999,0.0008658008658008659,0.08658008658008659,0-2h,Very Low,10-15h,Mostly Traditional
109110,Business,Junior,3.694,20.28,Ideation,Intermediate,5,True,2.38,6,Allowed_With_Citation,9,3.93,72.36,High,0.2360000000000002,Improved,22.66,0.8949691085613416,89.49691085613416,15h+,Very High,0-5h,AI-Heavy
109111,Medical,Junior,2.608,8.66,Direct_Answer_Generation,Beginner,1,True,23.09,2,Actively_Encouraged,5,3.094,83.08,Low,0.48599999999999977,Improved,31.75,0.272755905511811,27.2755905511811,5-10h,Moderate,20h+,Balanced
109112,Business,Senior,2.914,23.91,Direct_Answer_Generation,Beginner,1,False,11.47,6,Strict_Ban,6,2.84,42.05,High,-0.07400000000000029,Declined,35.38,0.6758055398530243,67.58055398530243,15h+,Very High,10-15h,AI-Heavy
109113,Business,Sophomore,2.781,12.16,Direct_Answer_Generation,Beginner,3,False,1.0,3,Allowed_With_Citation,6,2.935,71.11,High,0.15399999999999991,Improved,13.16,0.9240121580547113,92.40121580547113,10-15h,Moderate,0-5h,AI-Heavy
109114,Humanities,Freshman,3.87,4.04,Debugging/Troubleshooting,Intermediate,3,False,10.26,4,Allowed_With_Citation,6,3.694,91.46,Low,-0.17600000000000016,Declined,14.3,0.2825174825174825,28.25174825174825,2-5h,Low,10-15h,Balanced
109115,Humanities,Sophomore,3.428,0.07,Copywriting/Drafting,Beginner,2,False,15.47,1,Strict_Ban,3,3.453,97.61,Low,0.02499999999999991,Stable,15.540000000000001,0.0045045045045045045,0.45045045045045046,0-2h,Very Low,15-20h,Mostly Traditional
109116,Humanities,Senior,2.588,4.05,Direct_Answer_Generation,Beginner,2,False,8.72,1,Allowed_With_Citation,5,3.005,47.64,Medium,0.4169999999999998,Improved,12.77,0.31714956930305405,31.714956930305405,2-5h,Low,5-10h,Balanced
109117,Business,Junior,3.308,6.16,Ideation,Advanced,3,False,13.54,2,Strict_Ban,1,3.666,64.71,Low,0.3580000000000001,Improved,19.7,0.31269035532994927,31.269035532994927,5-10h,Moderate,10-15h,Balanced
109118,Medical,Junior,3.321,0.02,Summarizing_Reading,Intermediate,2,False,11.2,1,Allowed_With_Citation,4,3.616,83.91,Medium,0.29499999999999993,Improved,11.219999999999999,0.0017825311942959003,0.17825311942959002,0-2h,Very Low,10-15h,Mostly Traditional
109119,Medical,Sophomore,3.662,6.18,Summarizing_Reading,Advanced,3,False,4.12,1,Actively_Encouraged,4,3.703,76.83,Medium,0.040999999999999925,Stable,10.3,0.6,60.0,5-10h,Moderate,0-5h,AI-Heavy
109120,Arts,Senior,2.608,6.52,Copywriting/Drafting,Beginner,2,False,12.0,2,Actively_Encouraged,4,2.871,52.91,High,0.2629999999999999,Improved,18.52,0.3520518358531317,35.20518358531317,5-10h,Moderate,10-15h,Balanced
109121,Medical,Graduate,3.256,1.88,Summarizing_Reading,Intermediate,4,True,18.2,2,Actively_Encouraged,1,3.522,88.78,High,0.266,Improved,20.08,0.09362549800796813,9.362549800796813,0-2h,Very Low,15-20h,Mostly Traditional
109122,Humanities,Sophomore,3.129,16.7,Ideation,Advanced,4,True,13.86,4,Allowed_With_Citation,2,3.722,89.96,High,0.593,Improved,30.56,0.5464659685863874,54.64659685863874,15h+,Very High,10-15h,AI-Heavy
109123,Business,Senior,3.123,10.7,Ideation,Beginner,2,False,11.07,3,Strict_Ban,3,3.371,58.88,High,0.24799999999999978,Improved,21.77,0.491502067064768,49.1502067064768,10-15h,Moderate,10-15h,Balanced
109124,Medical,Freshman,2.754,2.2,Ideation,Advanced,4,False,12.21,2,Allowed_With_Citation,5,2.958,55.36,Low,0.20400000000000018,Improved,14.41,0.15267175572519084,15.267175572519085,2-5h,Low,10-15h,Mostly Traditional
109125,Humanities,Senior,3.411,7.72,Debugging/Troubleshooting,Beginner,2,False,10.76,3,Strict_Ban,2,3.617,73.45,High,0.20599999999999996,Improved,18.48,0.4177489177489177,41.77489177489177,5-10h,Moderate,10-15h,Balanced
109126,Medical,Junior,3.707,3.18,Summarizing_Reading,Intermediate,5,False,14.23,3,Allowed_With_Citation,7,3.98,73.25,Low,0.27300000000000013,Improved,17.41,0.1826536473291212,18.265364732912122,2-5h,Low,10-15h,Mostly Traditional
109127,Humanities,Junior,3.517,0.64,Copywriting/Drafting,Intermediate,4,False,9.81,2,Strict_Ban,5,3.587,72.11,Medium,0.07000000000000028,Improved,10.450000000000001,0.061244019138755976,6.124401913875597,0-2h,Very Low,5-10h,Mostly Traditional
109128,Business,Sophomore,3.58,12.61,Summarizing_Reading,Beginner,2,True,2.06,4,Allowed_With_Citation,5,3.514,58.98,Medium,-0.06600000000000028,Declined,14.67,0.8595773687798227,85.95773687798227,10-15h,Moderate,0-5h,AI-Heavy
109129,Business,Graduate,3.215,5.73,Ideation,Advanced,5,False,16.84,3,Strict_Ban,3,3.768,75.86,Medium,0.5529999999999999,Improved,22.57,0.25387682764731945,25.387682764731945,5-10h,Moderate,15-20h,Balanced
109130,Medical,Freshman,3.454,20.58,Ideation,Beginner,1,True,10.14,4,Allowed_With_Citation,6,4.0,98.99,Medium,0.5459999999999998,Improved,30.72,0.669921875,66.9921875,15h+,Very High,10-15h,AI-Heavy
109131,STEM,Graduate,3.064,33.85,Summarizing_Reading,Advanced,3,False,5.21,8,Allowed_With_Citation,3,3.467,60.13,High,0.403,Improved,39.06,0.8666154633896569,86.66154633896569,15h+,Very High,5-10h,AI-Heavy
109132,Business,Freshman,3.566,14.93,Direct_Answer_Generation,Intermediate,5,False,10.94,5,Actively_Encouraged,5,3.723,72.72,Low,0.15700000000000003,Improved,25.869999999999997,0.5771163509856978,57.71163509856978,10-15h,Moderate,10-15h,AI-Heavy
109133,Business,Sophomore,3.406,2.4,Ideation,Intermediate,4,False,8.26,2,Strict_Ban,3,3.687,88.13,Low,0.2809999999999997,Improved,10.66,0.225140712945591,22.5140712945591,2-5h,Low,5-10h,Mostly Traditional
109134,STEM,Junior,3.563,7.04,Debugging/Troubleshooting,Intermediate,2,True,10.82,3,Allowed_With_Citation,3,3.633,70.34,Medium,0.06999999999999984,Improved,17.86,0.3941769316909295,39.41769316909295,5-10h,Moderate,10-15h,Balanced
109135,Arts,Graduate,3.062,11.31,Direct_Answer_Generation,Beginner,1,True,15.64,3,Strict_Ban,2,3.211,74.79,High,0.14900000000000002,Improved,26.950000000000003,0.4196660482374768,41.96660482374768,10-15h,Moderate,15-20h,Balanced
109136,Business,Junior,3.619,3.06,Ideation,Advanced,3,False,14.91,4,Strict_Ban,3,3.895,88.25,Medium,0.2759999999999998,Improved,17.97,0.17028380634390652,17.028380634390654,2-5h,Low,10-15h,Mostly Traditional
109137,Business,Freshman,3.763,3.1,Direct_Answer_Generation,Advanced,3,True,14.06,2,Actively_Encouraged,3,3.924,97.44,Medium,0.16100000000000003,Improved,17.16,0.18065268065268067,18.065268065268068,2-5h,Low,10-15h,Mostly Traditional
109138,Humanities,Graduate,3.806,3.7,Copywriting/Drafting,Beginner,3,False,13.05,4,Actively_Encouraged,4,4.0,79.58,High,0.19399999999999995,Improved,16.75,0.2208955223880597,22.08955223880597,2-5h,Low,10-15h,Mostly Traditional
109139,Humanities,Junior,3.523,2.88,Ideation,Beginner,3,True,16.71,2,Actively_Encouraged,1,3.725,84.91,Low,0.20199999999999996,Improved,19.59,0.1470137825421133,14.701378254211331,2-5h,Low,15-20h,Mostly Traditional
109140,Business,Sophomore,3.619,7.52,Copywriting/Drafting,Intermediate,4,True,14.59,4,Strict_Ban,9,4.0,86.19,Low,0.3809999999999998,Improved,22.11,0.34011759384893714,34.011759384893715,5-10h,Moderate,10-15h,Balanced
109141,Humanities,Junior,3.042,10.87,Copywriting/Drafting,Intermediate,5,False,5.79,3,Allowed_With_Citation,9,3.266,75.86,Low,0.2240000000000002,Improved,16.66,0.6524609843937574,65.24609843937574,10-15h,Moderate,5-10h,AI-Heavy
109142,STEM,Senior,3.754,24.24,Debugging/Troubleshooting,Advanced,5,True,1.0,6,Actively_Encouraged,4,4.0,92.99,High,0.246,Improved,25.24,0.9603803486529319,96.03803486529318,15h+,Very High,0-5h,AI-Heavy
109143,Medical,Senior,2.729,0.96,Direct_Answer_Generation,Intermediate,4,True,10.89,4,Allowed_With_Citation,8,2.741,58.82,Low,0.01200000000000001,Stable,11.850000000000001,0.08101265822784809,8.101265822784809,0-2h,Very Low,10-15h,Mostly Traditional
109144,Business,Senior,3.278,7.03,Debugging/Troubleshooting,Advanced,3,False,14.8,3,Actively_Encouraged,4,3.93,77.22,Low,0.6520000000000001,Improved,21.830000000000002,0.3220338983050847,32.20338983050847,5-10h,Moderate,10-15h,Balanced
109145,Business,Graduate,2.275,27.81,Direct_Answer_Generation,Advanced,5,True,11.82,8,Allowed_With_Citation,3,2.327,55.1,High,0.052000000000000046,Improved,39.629999999999995,0.7017411052233157,70.17411052233157,15h+,Very High,10-15h,AI-Heavy
109146,Humanities,Senior,2.529,6.71,Summarizing_Reading,Advanced,3,False,18.38,5,Allowed_With_Citation,2,2.835,79.39,High,0.30600000000000005,Improved,25.09,0.2674372259864488,26.74372259864488,5-10h,Moderate,15-20h,Balanced
109147,Humanities,Junior,3.635,0.73,Debugging/Troubleshooting,Beginner,2,False,11.05,3,Strict_Ban,2,3.664,82.31,Low,0.02900000000000036,Stable,11.780000000000001,0.061969439728353136,6.196943972835314,0-2h,Very Low,10-15h,Mostly Traditional
109148,Humanities,Freshman,3.365,7.0,Summarizing_Reading,Beginner,2,False,6.51,1,Actively_Encouraged,5,3.259,50.81,Low,-0.10600000000000032,Declined,13.51,0.5181347150259067,51.813471502590666,5-10h,Moderate,5-10h,AI-Heavy
109149,Humanities,Senior,2.808,9.84,Direct_Answer_Generation,Intermediate,2,True,5.81,4,Actively_Encouraged,5,3.147,67.8,High,0.33899999999999997,Improved,15.649999999999999,0.6287539936102237,62.87539936102237,5-10h,Moderate,5-10h,AI-Heavy
109150,Business,Graduate,3.429,12.21,Direct_Answer_Generation,Intermediate,2,False,9.9,2,Allowed_With_Citation,4,3.429,86.24,Medium,0.0,Stable,22.11,0.5522388059701493,55.223880597014926,10-15h,Moderate,5-10h,AI-Heavy
109151,Business,Sophomore,2.75,8.6,Ideation,Intermediate,4,True,10.56,2,Actively_Encouraged,3,3.067,71.41,Low,0.31700000000000017,Improved,19.16,0.44885177453027136,44.88517745302714,5-10h,Moderate,10-15h,Balanced
109152,Humanities,Junior,2.934,3.7,Copywriting/Drafting,Advanced,4,True,4.47,1,Allowed_With_Citation,4,3.299,70.29,Medium,0.36499999999999977,Improved,8.17,0.4528763769889841,45.28763769889841,2-5h,Low,0-5h,Balanced
109153,STEM,Senior,2.994,15.87,Debugging/Troubleshooting,Intermediate,2,True,15.67,4,Allowed_With_Citation,2,3.212,78.72,High,0.21799999999999997,Improved,31.54,0.5031705770450222,50.31705770450222,15h+,Very High,15-20h,AI-Heavy
109154,Humanities,Junior,2.961,11.7,Debugging/Troubleshooting,Advanced,5,True,5.31,5,Allowed_With_Citation,6,3.245,65.2,Medium,0.28400000000000025,Improved,17.009999999999998,0.6878306878306879,68.78306878306879,10-15h,Moderate,5-10h,AI-Heavy
109155,STEM,Graduate,2.734,35.25,Debugging/Troubleshooting,Intermediate,2,True,2.78,6,Strict_Ban,8,3.094,57.24,High,0.3599999999999999,Improved,38.03,0.9268998159347883,92.68998159347883,15h+,Very High,0-5h,AI-Heavy
109156,STEM,Junior,3.406,8.73,Direct_Answer_Generation,Beginner,1,False,8.0,4,Strict_Ban,6,3.68,57.95,Low,0.274,Improved,16.73,0.5218170950388523,52.18170950388523,5-10h,Moderate,5-10h,AI-Heavy
109157,Medical,Junior,3.804,9.34,Summarizing_Reading,Beginner,1,True,18.92,6,Strict_Ban,6,4.0,74.44,High,0.19600000000000017,Improved,28.26,0.33050247699929225,33.05024769992922,5-10h,Moderate,15-20h,Balanced
109158,Business,Freshman,3.081,8.85,Ideation,Intermediate,2,True,14.78,4,Actively_Encouraged,4,3.218,68.36,Low,0.137,Improved,23.63,0.3745239102835379,37.45239102835379,5-10h,Moderate,10-15h,Balanced
109159,Business,Graduate,3.578,20.94,Summarizing_Reading,Beginner,3,True,2.05,3,Actively_Encouraged,1,3.571,81.14,High,-0.006999999999999673,Stable,22.990000000000002,0.9108307959982601,91.08307959982601,15h+,Very High,0-5h,AI-Heavy
109160,Humanities,Sophomore,3.009,1.76,Copywriting/Drafting,Beginner,2,False,8.59,4,Allowed_With_Citation,5,3.194,83.28,Medium,0.18500000000000005,Improved,10.35,0.17004830917874397,17.004830917874397,0-2h,Very Low,5-10h,Mostly Traditional
109161,Medical,Graduate,2.804,11.64,Direct_Answer_Generation,Advanced,5,False,11.11,6,Strict_Ban,3,3.021,96.07,High,0.21700000000000008,Improved,22.75,0.5116483516483517,51.16483516483517,10-15h,Moderate,10-15h,AI-Heavy
109162,Business,Freshman,3.741,5.51,Summarizing_Reading,Advanced,3,False,16.7,4,Strict_Ban,3,4.0,83.31,Low,0.2589999999999999,Improved,22.21,0.24808644754615036,24.808644754615035,5-10h,Moderate,15-20h,Mostly Traditional
109163,Arts,Sophomore,3.152,12.02,Summarizing_Reading,Advanced,5,False,1.35,3,Strict_Ban,5,3.117,51.77,High,-0.03500000000000014,Stable,13.37,0.8990276738967838,89.90276738967839,10-15h,Moderate,0-5h,AI-Heavy
109164,Humanities,Junior,3.281,8.14,Copywriting/Drafting,Intermediate,1,True,8.84,3,Strict_Ban,8,3.276,73.55,High,-0.0050000000000003375,Stable,16.98,0.4793875147232038,47.93875147232038,5-10h,Moderate,5-10h,Balanced
109165,Medical,Senior,3.453,4.55,Summarizing_Reading,Intermediate,4,True,19.05,2,Allowed_With_Citation,2,3.59,76.62,Medium,0.137,Improved,23.6,0.1927966101694915,19.279661016949152,2-5h,Low,15-20h,Mostly Traditional
109166,Arts,Junior,3.248,10.33,Copywriting/Drafting,Beginner,3,True,16.01,1,Actively_Encouraged,3,3.451,79.6,High,0.20299999999999985,Improved,26.340000000000003,0.3921791951404707,39.217919514047075,10-15h,Moderate,15-20h,Balanced
109167,Arts,Sophomore,3.099,0.53,Ideation,Advanced,3,True,8.33,1,Allowed_With_Citation,1,3.457,87.88,Low,0.35799999999999965,Improved,8.86,0.059819413092550795,5.981941309255079,0-2h,Very Low,5-10h,Mostly Traditional
109168,STEM,Junior,3.484,29.02,Copywriting/Drafting,Beginner,1,True,6.43,8,Actively_Encouraged,7,3.803,55.98,High,0.31899999999999995,Improved,35.45,0.8186177715091678,81.86177715091678,15h+,Very High,5-10h,AI-Heavy
109169,STEM,Graduate,3.772,2.02,Copywriting/Drafting,Advanced,4,True,1.0,1,Allowed_With_Citation,2,3.706,77.54,Medium,-0.06599999999999984,Declined,3.02,0.6688741721854304,66.88741721854305,2-5h,Low,0-5h,AI-Heavy
109170,STEM,Graduate,2.674,26.85,Ideation,Advanced,4,False,11.23,6,Allowed_With_Citation,7,2.893,85.57,High,0.21899999999999986,Improved,38.08,0.7050945378151261,70.5094537815126,15h+,Very High,10-15h,AI-Heavy
109171,STEM,Sophomore,3.283,1.81,Debugging/Troubleshooting,Advanced,4,False,18.3,2,Strict_Ban,2,4.0,74.88,Medium,0.7170000000000001,Improved,20.11,0.09000497265042268,9.000497265042268,0-2h,Very Low,15-20h,Mostly Traditional
